Year,Value,Annualized_Return,Yearly_Volatility,Sharpe_Ratio,Max_drawdown
2020,118.33445040214478,18.334450402144782,33.39663025319733,0.548991028829607,-33.716760776075944
2021,152.32908847184987,28.727591968508392,12.986049556185183,2.2121886909653443,-5.1148150705630995
2022,124.64142091152816,-18.176218237817622,24.241644946205955,-0.7497931051358943,-24.49617172121534
2023,157.2687667560322,26.176968784448697,13.07602664546703,2.0019054330638943,-9.972291834620831
2024,196.4075067024129,24.886530716614455,12.567410813916169,1.980243272469223,-8.405035272295049
